type,juri,role,situation,sop,filename
TRAFFS,AB,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",AB - TRAFFS - Traffic Stop.docx
TRAFFS,AB,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",AB - TRAFFS - Traffic Stop.docx
TRAFFS,BI,call taker,,['Call type is not used'],BI - TRAFFS - Traffic Stop.docx
TRAFFS,BI,dispatcher,,"['Create a call', 'Assign the member', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",BI - TRAFFS - Traffic Stop.docx
TRAFFS,BI,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",BI - TRAFFS - Traffic Stop.docx
TRAFFS,BU,call taker,,['Do not use'],BU - TRAFFS - Traffic Stop.docx
TRAFFS,BU,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",BU - TRAFFS - Traffic Stop.docx
TRAFFS,BU,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",BU - TRAFFS - Traffic Stop.docx
TRAFFS,DE,call taker,,['event type is not used'],DE - TRAFFS - Traffic Stop.docx
TRAFFS,DE,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",DE - TRAFFS - Traffic Stop.docx
TRAFFS,DE,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",DE - TRAFFS - Traffic Stop.docx
TRAFFS,DFPF,call taker,,['Call type is not used'],DFPF - TRAFFS - Traffic Stop.docx
TRAFFS,DFPF,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",DFPF - TRAFFS - Traffic Stop.docx
TRAFFS,DFPF,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",DFPF - TRAFFS - Traffic Stop.docx
TRAFFS,NW,call taker,,['Call type is not used'],NW - TRAFFS - Traffic Stop.docx
TRAFFS,NW,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",NW - TRAFFS - Traffic Stop.docx
TRAFFS,NW,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",NW - TRAFFS - Traffic Stop.docx
TRAFFS,PO,call taker,,['Call type is not used'],PO - TRAFFS - Traffic Stop.docx
TRAFFS,PO,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",PO - TRAFFS - Traffic Stop.docx
TRAFFS,PO,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",PO - TRAFFS - Traffic Stop.docx
TRAFFS,RI,call taker,,['Call type is not used'],RI - TRAFFS - Traffic Stop.docx
TRAFFS,RI,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",RI - TRAFFS - Traffic Stop.docx
TRAFFS,RI,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",RI - TRAFFS - Traffic Stop.docx
TRAFFS,RM,call taker,,['Call type is not used'],RM - TRAFFS - Traffic Stop.docx
TRAFFS,RM,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",RM - TRAFFS - Traffic Stop.docx
TRAFFS,RM,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",RM - TRAFFS - Traffic Stop.docx
TRAFFS,SC,call taker,,['Call type is not used'],SC - TRAFFS - Traffic Stop.docx
TRAFFS,SC,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",SC - TRAFFS - Traffic Stop.docx
TRAFFS,SC,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",SC - TRAFFS - Traffic Stop.docx
TRAFFS,SQ,call taker,,['Call type is not used'],SQ - TRAFFS - Traffic Stop.docx
TRAFFS,SQ,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",SQ - TRAFFS - Traffic Stop.docx
TRAFFS,SQ,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",SQ - TRAFFS - Traffic Stop.docx
TRAFFS,SX,call taker,,['Call type is not used'],SX - TRAFFS - Traffic Stop.docx
TRAFFS,SX,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",SX - TRAFFS - Traffic Stop.docx
TRAFFS,SX,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",SX - TRAFFS - Traffic Stop.docx
TRAFFS,UN,call taker,,['Call type is not used'],UN - TRAFFS - Traffic Stop.docx
TRAFFS,UN,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",UN - TRAFFS - Traffic Stop.docx
TRAFFS,UN,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",UN - TRAFFS - Traffic Stop.docx
TRAFFS,VA,call taker,,['Call type is not used'],VA - TRAFFS - Traffic Stop.docx
TRAFFS,VA,dispatcher,,"['Create a call', 'Send call to unit if requested', 'Clear call if requested']",VA - TRAFFS - Traffic Stop.docx
TRAFFS,WP,call taker,,['Call type is not used'],WP - TRAFFS - Traffic Stop.docx
TRAFFS,WP,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",WP - TRAFFS - Traffic Stop.docx
TRAFFS,WP,dispatcher,Vehicle impoundment,"['Create a call', 'Assign the member']",WP - TRAFFS - Traffic Stop.docx
TRAFFS,WV,call taker,,['Call type is not used'],WV - TRAFFS - Traffic Stop.docx
TRAFFS,WV,dispatcher,,"['Create a call', 'Record', 'Start time', 'Vehicle details', 'Impoundment information and duration', 'Type of suspension', '215s (12 hour MVA 90.3)', '215s (24 hour MVA 215s)', 'IRP', 'Driver information', 'Forward the call to ER1 and add the following information', 'Whether it is a 12 or 24 hour suspension', 'Start time of suspension (XX:XX)', 'Driver name', 'Driver DOB', 'Driver BCL', 'License plate', 'Colour and make of car', 'Where vehicle was towed']",WV - TRAFFS - Traffic Stop.docx
